,Date,ProvinceState,Country,Lat,Long,Confirmed,Deaths
3909,2020-02-06,Alberta,Canada,53.9333,-116.5765,0,0
3910,2020-02-06,British Columbia,Canada,49.2827,-123.1207,2,0
3911,2020-02-06,Grand Princess,Canada,37.6489,-122.6655,0,0
3912,2020-02-06,Manitoba,Canada,53.7609,-98.8139,0,0
3913,2020-02-06,New Brunswick,Canada,46.5653,-66.4619,0,0
3914,2020-02-06,Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0
3915,2020-02-06,Nova Scotia,Canada,44.682,-63.7443,0,0
3916,2020-02-06,Ontario,Canada,51.2538,-85.3232,3,0
3917,2020-02-06,Prince Edward Island,Canada,46.5107,-63.4168,0,0
3918,2020-02-06,Quebec,Canada,52.9399,-73.5491,0,0
3919,2020-02-06,Saskatchewan,Canada,52.9399,-106.4509,0,0
3920,2020-02-06,Diamond Princess,Canada,0.0,0.0,0,0
3921,2020-02-06,Recovered,Canada,0.0,0.0,0,0
3922,2020-02-06,Northwest Territories,Canada,64.8255,-124.8457,0,0
3923,2020-02-06,Yukon,Canada,64.2823,-135.0,0,0
3924,2020-02-06,,Central African Republic,6.6111,20.9394,0,0
3925,2020-02-06,,Chad,15.4542,18.7322,0,0
3926,2020-02-06,,Chile,-35.6751,-71.543,0,0
3927,2020-02-06,Anhui,China,31.8257,117.2264,591,0
3928,2020-02-06,Beijing,China,40.1824,116.4142,274,1
3929,2020-02-06,Chongqing,China,30.0572,107.874,411,2
3930,2020-02-06,Fujian,China,26.0789,117.9874,215,0
3931,2020-02-06,Gansu,China,37.8099,101.0583,62,0
3932,2020-02-06,Guangdong,China,23.3417,113.4244,970,0
3933,2020-02-06,Guangxi,China,23.8298,108.7881,168,0
3934,2020-02-06,Guizhou,China,26.8154,106.8748,71,1
3935,2020-02-06,Hainan,China,19.1959,109.7453,106,1
3936,2020-02-06,Hebei,China,39.549,116.1306,157,1
3937,2020-02-06,Heilongjiang,China,47.862,127.7615,227,3
3938,2020-02-06,Henan,China,33.882,113.614,851,2
3939,2020-02-06,Hong Kong,China,22.3,114.2,24,1
3940,2020-02-06,Hubei,China,30.9756,112.2707,22112,618
3941,2020-02-06,Hunan,China,27.6104,111.7088,711,0
3942,2020-02-06,Inner Mongolia,China,44.0935,113.9448,46,0
3943,2020-02-06,Jiangsu,China,32.9711,119.455,373,0
3944,2020-02-06,Jiangxi,China,27.614,115.7221,600,0
3945,2020-02-06,Jilin,China,43.6661,126.1923,59,0
3946,2020-02-06,Liaoning,China,41.2956,122.6085,94,0
3947,2020-02-06,Macau,China,22.1667,113.55,10,0
3948,2020-02-06,Ningxia,China,37.2692,106.1655,40,0
3949,2020-02-06,Qinghai,China,35.7452,95.9956,18,0
3950,2020-02-06,Shaanxi,China,35.1917,108.8701,173,0
3951,2020-02-06,Shandong,China,36.3427,118.1498,347,0
3952,2020-02-06,Shanghai,China,31.202,121.4491,257,1
3953,2020-02-06,Shanxi,China,37.5777,112.2922,96,0
3954,2020-02-06,Sichuan,China,30.6171,102.7103,321,1
3955,2020-02-06,Tianjin,China,39.3054,117.323,79,1
3956,2020-02-06,Tibet,China,31.6927,88.0924,1,0
3957,2020-02-06,Xinjiang,China,41.1129,85.2401,36,0
3958,2020-02-06,Yunnan,China,24.974,101.487,133,0
3959,2020-02-06,Zhejiang,China,29.1832,120.0934,954,0
3960,2020-02-06,,Colombia,4.5709,-74.2973,0,0
3961,2020-02-06,,Congo (Brazzaville),-4.0383,21.7587,0,0
3962,2020-02-06,,Congo (Kinshasa),-4.0383,21.7587,0,0
3963,2020-02-06,,Costa Rica,9.7489,-83.7534,0,0
3964,2020-02-06,,Cote d'Ivoire,7.54,-5.5471,0,0
3965,2020-02-06,,Croatia,45.1,15.2,0,0
3966,2020-02-06,,Cuba,22.0,-80.0,0,0
3967,2020-02-06,,Cyprus,35.1264,33.4299,0,0
3968,2020-02-06,,Czechia,49.8175,15.473,0,0
3969,2020-02-06,Faroe Islands,Denmark,61.8926,-6.9118,0,0
3970,2020-02-06,Greenland,Denmark,71.7069,-42.6043,0,0
3971,2020-02-06,,Denmark,56.2639,9.5018,0,0
3972,2020-02-06,,Diamond Princess,0.0,0.0,0,0
3973,2020-02-06,,Djibouti,11.8251,42.5903,0,0
3974,2020-02-06,,Dominica,15.415,-61.371,0,0
3975,2020-02-06,,Dominican Republic,18.7357,-70.1627,0,0
3976,2020-02-06,,Ecuador,-1.8312,-78.1834,0,0
3977,2020-02-06,,Egypt,26.0,30.0,0,0
3978,2020-02-06,,El Salvador,13.7942,-88.8965,0,0
3979,2020-02-06,,Equatorial Guinea,1.5,10.0,0,0
3980,2020-02-06,,Eritrea,15.1794,39.7823,0,0
3981,2020-02-06,,Estonia,58.5953,25.0136,0,0
3982,2020-02-06,,Eswatini,-26.5225,31.4659,0,0
3983,2020-02-06,,Ethiopia,9.145,40.4897,0,0
3984,2020-02-06,,Fiji,-17.7134,178.065,0,0
3985,2020-02-06,,Finland,64.0,26.0,1,0
3986,2020-02-06,French Guiana,France,3.9339,-53.1258,0,0
3987,2020-02-06,French Polynesia,France,-17.6797,149.4068,0,0
3988,2020-02-06,Guadeloupe,France,16.25,-61.5833,0,0
3989,2020-02-06,Mayotte,France,-12.8275,45.1662,0,0
3990,2020-02-06,New Caledonia,France,-20.9043,165.618,0,0
3991,2020-02-06,Reunion,France,-21.1351,55.2471,0,0
3992,2020-02-06,Saint Barthelemy,France,17.9,-62.8333,0,0
3993,2020-02-06,St Martin,France,18.0708,-63.0501,0,0
3994,2020-02-06,Martinique,France,14.6415,-61.0242,0,0
3995,2020-02-06,,France,46.2276,2.2137,6,0
3996,2020-02-06,,Gabon,-0.8037,11.6094,0,0
3997,2020-02-06,,Gambia,13.4432,-15.3101,0,0
3998,2020-02-06,,Georgia,42.3154,43.3569,0,0
3999,2020-02-06,,Germany,51.0,9.0,12,0
4000,2020-02-06,,Ghana,7.9465,-1.0232,0,0
4001,2020-02-06,,Greece,39.0742,21.8243,0,0
4002,2020-02-06,,Grenada,12.1165,-61.679,0,0
4003,2020-02-06,,Guatemala,15.7835,-90.2308,0,0
4004,2020-02-06,,Guinea,9.9456,-9.6966,0,0
4005,2020-02-06,,Guinea-Bissau,11.8037,-15.1804,0,0
4006,2020-02-06,,Guyana,5.0,-58.75,0,0
4007,2020-02-06,,Haiti,18.9712,-72.2852,0,0
4008,2020-02-06,,Holy See,41.9029,12.4534,0,0
4009,2020-02-06,,Honduras,15.2,-86.2419,0,0
4010,2020-02-06,,Hungary,47.1625,19.5033,0,0
4011,2020-02-06,,Iceland,64.9631,-19.0208,0,0
4012,2020-02-06,,India,21.0,78.0,3,0
4013,2020-02-06,,Indonesia,-0.7893,113.9213,0,0
4014,2020-02-06,,Iran,32.0,53.0,0,0
4015,2020-02-06,,Iraq,33.0,44.0,0,0
4016,2020-02-06,,Ireland,53.1424,-7.6921,0,0
4017,2020-02-06,,Israel,31.0,35.0,0,0
4018,2020-02-06,,Italy,43.0,12.0,2,0
4019,2020-02-06,,Jamaica,18.1096,-77.2975,0,0
4020,2020-02-06,,Japan,36.0,138.0,22,0
4021,2020-02-06,,Jordan,31.24,36.51,0,0
4022,2020-02-06,,Kazakhstan,48.0196,66.9237,0,0
4023,2020-02-06,,Kenya,-0.0236,37.9062,0,0
4024,2020-02-06,,"Korea, South",36.0,128.0,23,0
4025,2020-02-06,,Kosovo,42.602636,20.902977,0,0
4026,2020-02-06,,Kuwait,29.5,47.75,0,0
4027,2020-02-06,,Kyrgyzstan,41.2044,74.7661,0,0
4028,2020-02-06,,Laos,19.85627,102.495496,0,0
4029,2020-02-06,,Latvia,56.8796,24.6032,0,0
4030,2020-02-06,,Lebanon,33.8547,35.8623,0,0
4031,2020-02-06,,Liberia,6.4281,-9.4295,0,0
4032,2020-02-06,,Libya,26.3351,17.228331,0,0
4033,2020-02-06,,Liechtenstein,47.14,9.55,0,0
4034,2020-02-06,,Lithuania,55.1694,23.8813,0,0
4035,2020-02-06,,Luxembourg,49.8153,6.1296,0,0
4036,2020-02-06,,MS Zaandam,0.0,0.0,0,0
4037,2020-02-06,,Madagascar,-18.7669,46.8691,0,0
4038,2020-02-06,,Malawi,-13.254307999999998,34.301525,0,0
4039,2020-02-06,,Malaysia,2.5,112.5,12,0
4040,2020-02-06,,Maldives,3.2028,73.2207,0,0
4041,2020-02-06,,Mali,17.570692,-3.996166000000001,0,0
4042,2020-02-06,,Malta,35.9375,14.3754,0,0
4043,2020-02-06,,Mauritania,21.0079,10.9408,0,0
4044,2020-02-06,,Mauritius,-20.2,57.5,0,0
4045,2020-02-06,,Mexico,23.6345,-102.5528,0,0
4046,2020-02-06,,Moldova,47.4116,28.3699,0,0
4047,2020-02-06,,Monaco,43.7333,7.4167,0,0
4048,2020-02-06,,Mongolia,46.8625,103.8467,0,0
4049,2020-02-06,,Montenegro,42.5,19.3,0,0
4050,2020-02-06,,Morocco,31.7917,-7.0926,0,0
4051,2020-02-06,,Mozambique,-18.665695,35.529562,0,0
4052,2020-02-06,,Namibia,-22.9576,18.4904,0,0
4053,2020-02-06,,Nepal,28.1667,84.25,1,0
4054,2020-02-06,Aruba,Netherlands,12.5186,-70.0358,0,0
4055,2020-02-06,Curacao,Netherlands,12.1696,-68.99,0,0
4056,2020-02-06,Sint Maarten,Netherlands,18.0425,-63.0548,0,0
4057,2020-02-06,,Netherlands,52.1326,5.2913,0,0
4058,2020-02-06,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,0
4059,2020-02-06,,New Zealand,-40.9006,174.886,0,0
4060,2020-02-06,,Nicaragua,12.8654,-85.2072,0,0
4061,2020-02-06,,Niger,17.6078,8.0817,0,0
4062,2020-02-06,,Nigeria,9.082,8.6753,0,0
4063,2020-02-06,,North Macedonia,41.6086,21.7453,0,0
4064,2020-02-06,,Norway,60.472,8.4689,0,0
4065,2020-02-06,,Oman,21.0,57.0,0,0
4066,2020-02-06,,Pakistan,30.3753,69.3451,0,0
4067,2020-02-06,,Panama,8.538,-80.7821,0,0
4068,2020-02-06,,Papua New Guinea,-6.315,143.9555,0,0
4069,2020-02-06,,Paraguay,-23.4425,-58.4438,0,0
4070,2020-02-06,,Peru,-9.19,-75.0152,0,0
4071,2020-02-06,,Philippines,13.0,122.0,2,1
4072,2020-02-06,,Poland,51.9194,19.1451,0,0
4073,2020-02-06,,Portugal,39.3999,-8.2245,0,0
4074,2020-02-06,,Qatar,25.3548,51.1839,0,0
4075,2020-02-06,,Romania,45.9432,24.9668,0,0
4076,2020-02-06,,Russia,60.0,90.0,2,0
4077,2020-02-06,,Rwanda,-1.9403,29.8739,0,0
4078,2020-02-06,,Saint Kitts and Nevis,17.357822,-62.782998,0,0
4079,2020-02-06,,Saint Lucia,13.9094,-60.9789,0,0
4080,2020-02-06,,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0
4081,2020-02-06,,San Marino,43.9424,12.4578,0,0
4082,2020-02-06,,Saudi Arabia,24.0,45.0,0,0
4083,2020-02-06,,Senegal,14.4974,-14.4524,0,0
4084,2020-02-06,,Serbia,44.0165,21.0059,0,0
4085,2020-02-06,,Seychelles,-4.6796,55.492,0,0
4086,2020-02-06,,Sierra Leone,8.460555000000001,-11.779889,0,0
4087,2020-02-06,,Singapore,1.2833,103.8333,28,0
4088,2020-02-06,,Slovakia,48.669,19.699,0,0
4089,2020-02-06,,Slovenia,46.1512,14.9955,0,0
4090,2020-02-06,,Somalia,5.1521,46.1996,0,0
4091,2020-02-06,,South Africa,-30.5595,22.9375,0,0
4092,2020-02-06,,Spain,40.0,-4.0,1,0
4093,2020-02-06,,Sri Lanka,7.0,81.0,1,0
4094,2020-02-06,,Sudan,12.8628,30.2176,0,0
4095,2020-02-06,,Suriname,3.9193,-56.0278,0,0
4096,2020-02-06,,Sweden,63.0,16.0,1,0
4097,2020-02-06,,Switzerland,46.8182,8.2275,0,0
4098,2020-02-06,,Syria,34.802075,38.99681500000001,0,0
4099,2020-02-06,,Taiwan*,23.7,121.0,16,0
4100,2020-02-06,,Tanzania,-6.369,34.8888,0,0
4101,2020-02-06,,Thailand,15.0,101.0,25,0
4102,2020-02-06,,Timor-Leste,-8.874217,125.727539,0,0
4103,2020-02-06,,Togo,8.6195,0.8248,0,0
4104,2020-02-06,,Trinidad and Tobago,10.6918,-61.2225,0,0
4105,2020-02-06,,Tunisia,34.0,9.0,0,0
4106,2020-02-06,,Turkey,38.9637,35.2433,0,0
4107,2020-02-06,,US,37.0902,-95.7129,11,0
4108,2020-02-06,,Uganda,1.0,32.0,0,0
4109,2020-02-06,,Ukraine,48.3794,31.1656,0,0
4110,2020-02-06,,United Arab Emirates,24.0,54.0,5,0
4111,2020-02-06,Bermuda,United Kingdom,32.3078,-64.7505,0,0
4112,2020-02-06,Cayman Islands,United Kingdom,19.3133,-81.2546,0,0
4113,2020-02-06,Channel Islands,United Kingdom,49.3723,-2.3644,0,0
4114,2020-02-06,Gibraltar,United Kingdom,36.1408,-5.3536,0,0
4115,2020-02-06,Isle of Man,United Kingdom,54.2361,-4.5481,0,0
4116,2020-02-06,Montserrat,United Kingdom,16.7425,-62.1874,0,0
4117,2020-02-06,,United Kingdom,55.3781,-3.4360000000000004,2,0
4118,2020-02-06,Anguilla,United Kingdom,18.2206,-63.0686,0,0
4119,2020-02-06,British Virgin Islands,United Kingdom,18.4207,-64.64,0,0
4120,2020-02-06,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,0
4121,2020-02-06,,Uruguay,-32.5228,-55.7658,0,0
4122,2020-02-06,,Uzbekistan,41.3775,64.5853,0,0
4123,2020-02-06,,Venezuela,6.4238,-66.5897,0,0
4124,2020-02-06,,Vietnam,16.0,108.0,10,0
4125,2020-02-06,,West Bank and Gaza,31.9522,35.2332,0,0
4126,2020-02-06,,Zambia,-15.4167,28.2833,0,0
4127,2020-02-06,,Zimbabwe,-20.0,30.0,0,0
4128,2020-02-07,,Afghanistan,33.0,65.0,0,0
4129,2020-02-07,,Albania,41.1533,20.1683,0,0
4130,2020-02-07,,Algeria,28.0339,1.6596,0,0
4131,2020-02-07,,Andorra,42.5063,1.5218,0,0
4132,2020-02-07,,Angola,-11.2027,17.8739,0,0
4133,2020-02-07,,Antigua and Barbuda,17.0608,-61.7964,0,0
4134,2020-02-07,,Argentina,-38.4161,-63.6167,0,0
4135,2020-02-07,,Armenia,40.0691,45.0382,0,0
4136,2020-02-07,Australian Capital Territory,Australia,-35.4735,149.0124,0,0
4137,2020-02-07,New South Wales,Australia,-33.8688,151.2093,4,0
4138,2020-02-07,Northern Territory,Australia,-12.4634,130.8456,0,0
4139,2020-02-07,Queensland,Australia,-28.0167,153.4,5,0
4140,2020-02-07,South Australia,Australia,-34.9285,138.6007,2,0
4141,2020-02-07,Tasmania,Australia,-41.4545,145.9707,0,0
4142,2020-02-07,Victoria,Australia,-37.8136,144.9631,4,0
4143,2020-02-07,Western Australia,Australia,-31.9505,115.8605,0,0
4144,2020-02-07,,Austria,47.5162,14.5501,0,0
4145,2020-02-07,,Azerbaijan,40.1431,47.5769,0,0
4146,2020-02-07,,Bahamas,25.0343,-77.3963,0,0
4147,2020-02-07,,Bahrain,26.0275,50.55,0,0
4148,2020-02-07,,Bangladesh,23.685,90.3563,0,0
4149,2020-02-07,,Barbados,13.1939,-59.5432,0,0
4150,2020-02-07,,Belarus,53.7098,27.9534,0,0
4151,2020-02-07,,Belgium,50.8333,4.0,1,0
4152,2020-02-07,,Belize,13.1939,-59.5432,0,0
4153,2020-02-07,,Benin,9.3077,2.3158,0,0
4154,2020-02-07,,Bhutan,27.5142,90.4336,0,0
4155,2020-02-07,,Bolivia,-16.2902,-63.5887,0,0
4156,2020-02-07,,Bosnia and Herzegovina,43.9159,17.6791,0,0
4157,2020-02-07,,Botswana,-22.3285,24.6849,0,0
4158,2020-02-07,,Brazil,-14.235,-51.9253,0,0
4159,2020-02-07,,Brunei,4.5353,114.7277,0,0
4160,2020-02-07,,Bulgaria,42.7339,25.4858,0,0
4161,2020-02-07,,Burkina Faso,12.2383,-1.5616,0,0
4162,2020-02-07,,Burma,21.9162,95.956,0,0
4163,2020-02-07,,Burundi,-3.3731,29.9189,0,0
4164,2020-02-07,,Cabo Verde,16.5388,-23.0418,0,0
4165,2020-02-07,,Cambodia,11.55,104.9167,1,0
4166,2020-02-07,,Cameroon,3.848,11.5021,0,0
4167,2020-02-07,Alberta,Canada,53.9333,-116.5765,0,0
4168,2020-02-07,British Columbia,Canada,49.2827,-123.1207,4,0
4169,2020-02-07,Grand Princess,Canada,37.6489,-122.6655,0,0
4170,2020-02-07,Manitoba,Canada,53.7609,-98.8139,0,0
4171,2020-02-07,New Brunswick,Canada,46.5653,-66.4619,0,0
4172,2020-02-07,Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0
4173,2020-02-07,Nova Scotia,Canada,44.682,-63.7443,0,0
4174,2020-02-07,Ontario,Canada,51.2538,-85.3232,3,0
4175,2020-02-07,Prince Edward Island,Canada,46.5107,-63.4168,0,0
4176,2020-02-07,Quebec,Canada,52.9399,-73.5491,0,0
4177,2020-02-07,Saskatchewan,Canada,52.9399,-106.4509,0,0
4178,2020-02-07,Diamond Princess,Canada,0.0,0.0,0,0
4179,2020-02-07,Recovered,Canada,0.0,0.0,0,0
4180,2020-02-07,Northwest Territories,Canada,64.8255,-124.8457,0,0
4181,2020-02-07,Yukon,Canada,64.2823,-135.0,0,0
4182,2020-02-07,,Central African Republic,6.6111,20.9394,0,0
4183,2020-02-07,,Chad,15.4542,18.7322,0,0
4184,2020-02-07,,Chile,-35.6751,-71.543,0,0
4185,2020-02-07,Anhui,China,31.8257,117.2264,665,0
4186,2020-02-07,Beijing,China,40.1824,116.4142,297,1
4187,2020-02-07,Chongqing,China,30.0572,107.874,426,2
4188,2020-02-07,Fujian,China,26.0789,117.9874,224,0
4189,2020-02-07,Gansu,China,37.8099,101.0583,67,0
4190,2020-02-07,Guangdong,China,23.3417,113.4244,1034,1
4191,2020-02-07,Guangxi,China,23.8298,108.7881,172,0
4192,2020-02-07,Guizhou,China,26.8154,106.8748,81,1
4193,2020-02-07,Hainan,China,19.1959,109.7453,117,2
4194,2020-02-07,Hebei,China,39.549,116.1306,172,1
4195,2020-02-07,Heilongjiang,China,47.862,127.7615,277,3
4196,2020-02-07,Henan,China,33.882,113.614,914,3
4197,2020-02-07,Hong Kong,China,22.3,114.2,25,1
4198,2020-02-07,Hubei,China,30.9756,112.2707,24953,699
4199,2020-02-07,Hunan,China,27.6104,111.7088,772,0
4200,2020-02-07,Inner Mongolia,China,44.0935,113.9448,50,0
4201,2020-02-07,Jiangsu,China,32.9711,119.455,408,0
4202,2020-02-07,Jiangxi,China,27.614,115.7221,661,0
4203,2020-02-07,Jilin,China,43.6661,126.1923,65,1
4204,2020-02-07,Liaoning,China,41.2956,122.6085,99,0
4205,2020-02-07,Macau,China,22.1667,113.55,10,0
4206,2020-02-07,Ningxia,China,37.2692,106.1655,43,0
4207,2020-02-07,Qinghai,China,35.7452,95.9956,18,0
4208,2020-02-07,Shaanxi,China,35.1917,108.8701,184,0
4209,2020-02-07,Shandong,China,36.3427,118.1498,386,0
4210,2020-02-07,Shanghai,China,31.202,121.4491,277,1
4211,2020-02-07,Shanxi,China,37.5777,112.2922,104,0
4212,2020-02-07,Sichuan,China,30.6171,102.7103,344,1
4213,2020-02-07,Tianjin,China,39.3054,117.323,81,1
4214,2020-02-07,Tibet,China,31.6927,88.0924,1,0
4215,2020-02-07,Xinjiang,China,41.1129,85.2401,39,0
4216,2020-02-07,Yunnan,China,24.974,101.487,138,0
4217,2020-02-07,Zhejiang,China,29.1832,120.0934,1006,0
4218,2020-02-07,,Colombia,4.5709,-74.2973,0,0
4219,2020-02-07,,Congo (Brazzaville),-4.0383,21.7587,0,0
4220,2020-02-07,,Congo (Kinshasa),-4.0383,21.7587,0,0
4221,2020-02-07,,Costa Rica,9.7489,-83.7534,0,0
4222,2020-02-07,,Cote d'Ivoire,7.54,-5.5471,0,0
4223,2020-02-07,,Croatia,45.1,15.2,0,0
4224,2020-02-07,,Cuba,22.0,-80.0,0,0
4225,2020-02-07,,Cyprus,35.1264,33.4299,0,0
4226,2020-02-07,,Czechia,49.8175,15.473,0,0
4227,2020-02-07,Faroe Islands,Denmark,61.8926,-6.9118,0,0
4228,2020-02-07,Greenland,Denmark,71.7069,-42.6043,0,0
4229,2020-02-07,,Denmark,56.2639,9.5018,0,0
4230,2020-02-07,,Diamond Princess,0.0,0.0,61,0
4231,2020-02-07,,Djibouti,11.8251,42.5903,0,0
4232,2020-02-07,,Dominica,15.415,-61.371,0,0
4233,2020-02-07,,Dominican Republic,18.7357,-70.1627,0,0
4234,2020-02-07,,Ecuador,-1.8312,-78.1834,0,0
4235,2020-02-07,,Egypt,26.0,30.0,0,0
4236,2020-02-07,,El Salvador,13.7942,-88.8965,0,0
4237,2020-02-07,,Equatorial Guinea,1.5,10.0,0,0
4238,2020-02-07,,Eritrea,15.1794,39.7823,0,0
4239,2020-02-07,,Estonia,58.5953,25.0136,0,0
4240,2020-02-07,,Eswatini,-26.5225,31.4659,0,0
4241,2020-02-07,,Ethiopia,9.145,40.4897,0,0
4242,2020-02-07,,Fiji,-17.7134,178.065,0,0
4243,2020-02-07,,Finland,64.0,26.0,1,0
4244,2020-02-07,French Guiana,France,3.9339,-53.1258,0,0
4245,2020-02-07,French Polynesia,France,-17.6797,149.4068,0,0
4246,2020-02-07,Guadeloupe,France,16.25,-61.5833,0,0
4247,2020-02-07,Mayotte,France,-12.8275,45.1662,0,0
4248,2020-02-07,New Caledonia,France,-20.9043,165.618,0,0
4249,2020-02-07,Reunion,France,-21.1351,55.2471,0,0
4250,2020-02-07,Saint Barthelemy,France,17.9,-62.8333,0,0
4251,2020-02-07,St Martin,France,18.0708,-63.0501,0,0
4252,2020-02-07,Martinique,France,14.6415,-61.0242,0,0
4253,2020-02-07,,France,46.2276,2.2137,6,0
4254,2020-02-07,,Gabon,-0.8037,11.6094,0,0
4255,2020-02-07,,Gambia,13.4432,-15.3101,0,0
4256,2020-02-07,,Georgia,42.3154,43.3569,0,0
4257,2020-02-07,,Germany,51.0,9.0,13,0
4258,2020-02-07,,Ghana,7.9465,-1.0232,0,0
4259,2020-02-07,,Greece,39.0742,21.8243,0,0
4260,2020-02-07,,Grenada,12.1165,-61.679,0,0
4261,2020-02-07,,Guatemala,15.7835,-90.2308,0,0
4262,2020-02-07,,Guinea,9.9456,-9.6966,0,0
4263,2020-02-07,,Guinea-Bissau,11.8037,-15.1804,0,0
4264,2020-02-07,,Guyana,5.0,-58.75,0,0
4265,2020-02-07,,Haiti,18.9712,-72.2852,0,0
4266,2020-02-07,,Holy See,41.9029,12.4534,0,0
4267,2020-02-07,,Honduras,15.2,-86.2419,0,0
4268,2020-02-07,,Hungary,47.1625,19.5033,0,0
4269,2020-02-07,,Iceland,64.9631,-19.0208,0,0
4270,2020-02-07,,India,21.0,78.0,3,0
4271,2020-02-07,,Indonesia,-0.7893,113.9213,0,0
4272,2020-02-07,,Iran,32.0,53.0,0,0
4273,2020-02-07,,Iraq,33.0,44.0,0,0
4274,2020-02-07,,Ireland,53.1424,-7.6921,0,0
4275,2020-02-07,,Israel,31.0,35.0,0,0
4276,2020-02-07,,Italy,43.0,12.0,3,0
4277,2020-02-07,,Jamaica,18.1096,-77.2975,0,0
4278,2020-02-07,,Japan,36.0,138.0,25,0
4279,2020-02-07,,Jordan,31.24,36.51,0,0
4280,2020-02-07,,Kazakhstan,48.0196,66.9237,0,0
4281,2020-02-07,,Kenya,-0.0236,37.9062,0,0
4282,2020-02-07,,"Korea, South",36.0,128.0,24,0
4283,2020-02-07,,Kosovo,42.602636,20.902977,0,0
4284,2020-02-07,,Kuwait,29.5,47.75,0,0
4285,2020-02-07,,Kyrgyzstan,41.2044,74.7661,0,0
4286,2020-02-07,,Laos,19.85627,102.495496,0,0
4287,2020-02-07,,Latvia,56.8796,24.6032,0,0
4288,2020-02-07,,Lebanon,33.8547,35.8623,0,0
4289,2020-02-07,,Liberia,6.4281,-9.4295,0,0
4290,2020-02-07,,Libya,26.3351,17.228331,0,0
4291,2020-02-07,,Liechtenstein,47.14,9.55,0,0
4292,2020-02-07,,Lithuania,55.1694,23.8813,0,0
4293,2020-02-07,,Luxembourg,49.8153,6.1296,0,0
4294,2020-02-07,,MS Zaandam,0.0,0.0,0,0
4295,2020-02-07,,Madagascar,-18.7669,46.8691,0,0
4296,2020-02-07,,Malawi,-13.254307999999998,34.301525,0,0
4297,2020-02-07,,Malaysia,2.5,112.5,12,0
4298,2020-02-07,,Maldives,3.2028,73.2207,0,0
4299,2020-02-07,,Mali,17.570692,-3.996166000000001,0,0
4300,2020-02-07,,Malta,35.9375,14.3754,0,0
4301,2020-02-07,,Mauritania,21.0079,10.9408,0,0
4302,2020-02-07,,Mauritius,-20.2,57.5,0,0
4303,2020-02-07,,Mexico,23.6345,-102.5528,0,0
4304,2020-02-07,,Moldova,47.4116,28.3699,0,0
4305,2020-02-07,,Monaco,43.7333,7.4167,0,0
4306,2020-02-07,,Mongolia,46.8625,103.8467,0,0
4307,2020-02-07,,Montenegro,42.5,19.3,0,0
4308,2020-02-07,,Morocco,31.7917,-7.0926,0,0
4309,2020-02-07,,Mozambique,-18.665695,35.529562,0,0
4310,2020-02-07,,Namibia,-22.9576,18.4904,0,0
4311,2020-02-07,,Nepal,28.1667,84.25,1,0
4312,2020-02-07,Aruba,Netherlands,12.5186,-70.0358,0,0
4313,2020-02-07,Curacao,Netherlands,12.1696,-68.99,0,0
4314,2020-02-07,Sint Maarten,Netherlands,18.0425,-63.0548,0,0
4315,2020-02-07,,Netherlands,52.1326,5.2913,0,0
4316,2020-02-07,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,0
4317,2020-02-07,,New Zealand,-40.9006,174.886,0,0
4318,2020-02-07,,Nicaragua,12.8654,-85.2072,0,0
4319,2020-02-07,,Niger,17.6078,8.0817,0,0
4320,2020-02-07,,Nigeria,9.082,8.6753,0,0
4321,2020-02-07,,North Macedonia,41.6086,21.7453,0,0
4322,2020-02-07,,Norway,60.472,8.4689,0,0
4323,2020-02-07,,Oman,21.0,57.0,0,0
4324,2020-02-07,,Pakistan,30.3753,69.3451,0,0
4325,2020-02-07,,Panama,8.538,-80.7821,0,0
4326,2020-02-07,,Papua New Guinea,-6.315,143.9555,0,0
4327,2020-02-07,,Paraguay,-23.4425,-58.4438,0,0
4328,2020-02-07,,Peru,-9.19,-75.0152,0,0
4329,2020-02-07,,Philippines,13.0,122.0,3,1
4330,2020-02-07,,Poland,51.9194,19.1451,0,0
4331,2020-02-07,,Portugal,39.3999,-8.2245,0,0
4332,2020-02-07,,Qatar,25.3548,51.1839,0,0
4333,2020-02-07,,Romania,45.9432,24.9668,0,0
4334,2020-02-07,,Russia,60.0,90.0,2,0
4335,2020-02-07,,Rwanda,-1.9403,29.8739,0,0
4336,2020-02-07,,Saint Kitts and Nevis,17.357822,-62.782998,0,0
4337,2020-02-07,,Saint Lucia,13.9094,-60.9789,0,0
4338,2020-02-07,,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0
4339,2020-02-07,,San Marino,43.9424,12.4578,0,0
4340,2020-02-07,,Saudi Arabia,24.0,45.0,0,0
4341,2020-02-07,,Senegal,14.4974,-14.4524,0,0
4342,2020-02-07,,Serbia,44.0165,21.0059,0,0
4343,2020-02-07,,Seychelles,-4.6796,55.492,0,0
4344,2020-02-07,,Sierra Leone,8.460555000000001,-11.779889,0,0
4345,2020-02-07,,Singapore,1.2833,103.8333,30,0
4346,2020-02-07,,Slovakia,48.669,19.699,0,0
